snp,single
SNP2898,1002898
SNP2899,1002899
SNP2900,1002900
SNP2901,1002901
SNP2902,1002902
SNP2903,1002903
SNP2904,1002904
SNP2905,1002905
SNP2906,1002906
SNP2907,1002907
SNP2908,1002908
SNP2909,1002909
SNP2910,1002910
SNP2911,1002911
SNP2912,1002912
SNP2913,1002913
SNP2914,1002914
SNP2915,1002915
SNP2916,1002916
SNP2917,1002917
SNP2918,1002918
SNP2919,1002919
SNP2920,1002920
SNP2921,1002921
SNP2922,1002922
SNP2923,1002923
SNP2924,1002924
SNP2925,1002925
SNP2926,1002926
SNP2927,1002927
SNP2928,1002928
SNP2929,1002929
SNP2930,1002930
SNP2931,1002931
SNP2932,1002932
SNP2933,1002933
SNP2934,1002934
SNP2935,1002935
SNP2936,1002936
SNP2937,1002937
SNP2938,1002938
SNP2939,1002939
SNP2940,1002940
SNP2941,1002941
SNP2942,1002942
SNP2943,1002943
SNP2944,1002944
SNP2945,1002945
SNP2946,1002946
SNP2947,1002947
SNP2948,1002948
SNP2949,1002949
SNP2950,1002950
SNP2951,1002951
SNP2952,1002952
SNP2953,1002953
SNP2954,1002954
SNP2955,1002955
SNP2956,1002956
SNP2957,1002957
SNP2958,1002958
SNP2959,1002959
SNP2960,1002960
SNP2961,1002961
SNP2962,1002962
SNP2963,1002963
SNP2964,1002964
SNP2965,1002965
SNP2966,1002966
SNP2967,1002967
SNP2968,1002968
SNP2969,1002969
SNP2970,1002970
SNP2971,1002971
SNP2972,1002972
SNP2973,1002973
SNP2974,1002974
SNP2975,1002975
SNP2976,1002976
SNP2977,1002977
SNP2978,1002978
SNP2979,1002979
SNP2980,1002980
SNP2981,1002981
SNP2982,1002982
SNP2983,1002983
SNP2984,1002984
SNP2985,1002985
SNP2986,1002986
SNP2987,1002987
SNP2988,1002988
SNP2989,1002989
SNP2990,1002990
SNP2991,1002991
SNP2992,1002992
SNP2993,1002993
SNP2994,1002994
SNP2995,1002995
SNP2996,1002996
SNP2997,1002997
SNP2998,1002998
SNP2999,1002999
SNP3000,1003000
SNP3001,1003001
SNP3002,1003002
SNP3003,1003003
SNP3004,1003004
SNP3005,1003005
SNP3006,1003006
SNP3007,1003007
SNP3008,1003008
SNP3009,1003009
SNP3010,1003010
SNP3011,1003011
SNP3012,1003012
SNP3013,1003013
SNP3014,1003014
SNP3015,1003015
SNP3016,1003016
SNP3017,1003017
SNP3018,1003018
SNP3019,1003019
SNP3020,1003020
SNP3021,1003021
SNP3022,1003022
SNP3023,1003023
SNP3024,1003024
SNP3025,1003025
SNP3026,1003026
SNP3027,1003027
SNP3028,1003028
SNP3029,1003029
SNP3030,1003030
SNP3031,1003031
SNP3032,1003032
SNP3033,1003033
SNP3034,1003034
SNP3035,1003035
SNP3036,1003036
SNP3037,1003037
SNP3038,1003038
SNP3039,1003039
SNP3040,1003040
SNP3041,1003041
SNP3042,1003042
SNP3043,1003043
SNP3044,1003044
SNP3045,1003045
SNP3046,1003046
SNP3047,1003047
SNP3048,1003048
SNP3049,1003049
SNP3050,1003050
SNP3051,1003051
SNP3052,1003052
SNP3053,1003053
SNP3054,1003054
SNP3055,1003055
SNP3056,1003056
SNP3057,1003057
SNP3058,1003058
SNP3059,1003059
SNP3060,1003060
SNP3061,1003061
SNP3062,1003062
SNP3063,1003063
SNP3064,1003064
SNP3065,1003065
SNP3066,1003066
SNP3067,1003067
SNP3068,1003068
SNP3069,1003069
SNP3070,1003070
SNP3071,1003071
SNP3072,1003072
SNP3073,1003073
SNP3074,1003074
SNP3075,1003075
SNP3076,1003076
SNP3077,1003077
SNP3078,1003078
SNP3079,1003079
SNP3080,1003080
SNP3081,1003081
SNP3082,1003082
SNP3083,1003083
SNP3084,1003084
SNP3085,1003085
SNP3086,1003086
SNP3087,1003087
SNP3088,1003088
SNP3089,1003089
SNP3090,1003090
SNP3091,1003091
SNP3092,1003092
SNP3093,1003093
SNP3094,1003094
SNP3095,1003095
SNP3096,1003096
SNP3097,1003097
SNP3098,1003098
SNP3099,1003099
SNP3100,1003100
SNP3101,1003101
SNP3102,1003102
SNP3103,1003103
SNP3104,1003104
SNP3105,1003105
SNP3106,1003106
SNP3107,1003107
SNP3108,1003108
SNP3109,1003109
SNP3110,1003110
SNP3111,1003111
SNP3112,1003112
SNP3113,1003113
SNP3114,1003114
SNP3115,1003115
SNP3116,1003116
SNP3117,1003117
SNP3118,1003118
SNP3119,1003119
SNP3120,1003120
SNP3121,1003121
SNP3122,1003122
SNP3123,1003123
SNP3124,1003124
SNP3125,1003125
SNP3126,1003126
SNP3127,1003127
SNP3128,1003128
SNP3129,1003129
SNP3130,1003130
SNP3131,1003131
SNP3132,1003132
SNP3133,1003133
SNP3134,1003134
SNP3135,1003135
SNP3136,1003136
SNP3137,1003137
SNP3138,1003138
SNP3139,1003139
SNP3140,1003140
SNP3141,1003141
SNP3142,1003142
SNP3143,1003143
SNP3144,1003144
SNP3145,1003145
SNP3146,1003146
SNP3147,1003147
SNP3148,1003148
SNP3149,1003149
SNP3150,1003150
SNP3151,1003151
SNP3152,1003152
SNP3153,1003153
SNP3154,1003154
SNP3155,1003155
SNP3156,1003156
SNP3157,1003157
SNP3158,1003158
SNP3159,1003159
SNP3160,1003160
SNP3161,1003161
SNP3162,1003162
SNP3163,1003163
SNP3164,1003164
SNP3165,1003165
SNP3166,1003166
SNP3167,1003167
SNP3168,1003168
SNP3169,1003169
SNP3170,1003170
SNP3171,1003171
SNP3172,1003172
SNP3173,1003173
SNP3174,1003174
SNP3175,1003175
SNP3176,1003176
SNP3177,1003177
SNP3178,1003178
SNP3179,1003179
SNP3180,1003180
SNP3181,1003181
SNP3182,1003182
SNP3183,1003183
SNP3184,1003184
SNP3185,1003185
SNP3186,1003186
SNP3187,1003187
SNP3188,1003188
SNP3189,1003189
SNP3190,1003190
SNP3191,1003191
SNP3192,1003192
SNP3193,1003193
SNP3194,1003194
SNP3195,1003195
SNP3196,1003196
SNP3197,1003197
SNP3198,1003198
SNP3199,1003199
SNP3200,1003200
SNP3201,1003201
SNP3202,1003202
SNP3203,1003203
SNP3204,1003204
SNP3205,1003205
SNP3206,1003206
SNP3207,1003207
SNP3208,1003208
SNP3209,1003209
SNP3210,1003210
SNP3211,1003211
SNP3212,1003212
SNP3213,1003213
SNP3214,1003214
SNP3215,1003215
SNP3216,1003216
SNP3217,1003217
SNP3218,1003218
SNP3219,1003219
SNP3220,1003220
SNP3221,1003221
SNP3222,1003222
SNP3223,1003223
SNP3224,1003224
SNP3225,1003225
SNP3226,1003226
SNP3227,1003227
SNP3228,1003228
SNP3229,1003229
SNP3230,1003230
SNP3231,1003231
SNP3232,1003232
SNP3233,1003233
SNP3234,1003234
SNP3235,1003235
SNP3236,1003236
SNP3237,1003237
SNP3238,1003238
SNP3239,1003239
SNP3240,1003240
SNP3241,1003241
SNP3242,1003242
SNP3243,1003243
SNP3244,1003244
SNP3245,1003245
SNP3246,1003246
SNP3247,1003247
SNP3248,1003248
SNP3249,1003249
SNP3250,1003250
SNP3251,1003251
SNP3252,1003252
SNP3253,1003253
SNP3254,1003254
SNP3255,1003255
SNP3256,1003256
SNP3257,1003257
SNP3258,1003258
SNP3259,1003259
SNP3260,1003260
SNP3261,1003261
SNP3262,1003262
SNP3263,1003263
SNP3264,1003264
SNP3265,1003265
SNP3266,1003266
SNP3267,1003267
SNP3268,1003268
SNP3269,1003269
SNP3270,1003270
SNP3271,1003271
SNP3272,1003272
SNP3273,1003273
SNP3274,1003274
SNP3275,1003275
SNP3276,1003276
SNP3277,1003277
SNP3278,1003278
SNP3279,1003279
SNP3280,1003280
SNP3281,1003281
SNP3282,1003282
SNP3283,1003283
SNP3284,1003284
SNP3285,1003285
SNP3286,1003286
SNP3287,1003287
SNP3288,1003288
SNP3289,1003289
SNP3290,1003290
SNP3291,1003291
SNP3292,1003292
SNP3293,1003293
SNP3294,1003294
SNP3295,1003295
SNP3296,1003296
SNP3297,1003297
SNP3298,1003298
SNP3299,1003299
SNP3300,1003300
SNP3301,1003301
SNP3302,1003302
SNP3303,1003303
SNP3304,1003304
SNP3305,1003305
SNP3306,1003306
SNP3307,1003307
SNP3308,1003308
SNP3309,1003309
SNP3310,1003310
SNP3311,1003311
SNP3312,1003312
SNP3313,1003313
SNP3314,1003314
SNP3315,1003315
SNP3316,1003316
SNP3317,1003317
SNP3318,1003318
SNP3319,1003319
SNP3320,1003320
SNP3321,1003321
SNP3322,1003322
SNP3323,1003323
SNP3324,1003324
SNP3325,1003325
SNP3326,1003326
SNP3327,1003327
SNP3328,1003328
SNP3329,1003329
SNP3330,1003330
SNP3331,1003331
SNP3332,1003332
SNP3333,1003333
SNP3334,1003334
SNP3335,1003335
SNP3336,1003336
SNP3337,1003337
SNP3338,1003338
SNP3339,1003339
SNP3340,1003340
SNP3341,1003341
SNP3342,1003342
SNP3343,1003343
SNP3344,1003344
SNP3345,1003345
SNP3346,1003346
SNP3347,1003347
SNP3348,1003348
SNP3349,1003349
SNP3350,1003350
SNP3351,1003351
SNP3352,1003352
SNP3353,1003353
SNP3354,1003354
SNP3355,1003355
SNP3356,1003356
SNP3357,1003357
SNP3358,1003358
SNP3359,1003359
SNP3360,1003360
SNP3361,1003361
SNP3362,1003362
SNP3363,1003363
SNP3364,1003364
SNP3365,1003365
SNP3366,1003366
SNP3367,1003367
SNP3368,1003368
SNP3369,1003369
SNP3370,1003370
SNP3371,1003371
SNP3372,1003372
SNP3373,1003373
SNP3374,1003374
SNP3375,1003375
SNP3376,1003376
SNP3377,1003377
SNP3378,1003378
SNP3379,1003379
SNP3380,1003380
SNP3381,1003381
SNP3382,1003382
SNP3383,1003383
SNP3384,1003384
SNP3385,1003385
SNP3386,1003386
SNP3387,1003387
SNP3388,1003388
SNP3389,1003389
SNP3390,1003390
SNP3391,1003391
SNP3392,1003392
SNP3393,1003393
SNP3394,1003394
SNP3395,1003395
SNP3396,1003396
SNP3397,1003397
SNP3398,1003398
SNP3399,1003399
SNP3400,1003400
SNP3401,1003401
SNP3402,1003402
SNP3403,1003403
SNP3404,1003404
SNP3405,1003405
SNP3406,1003406
SNP3407,1003407
SNP3408,1003408
SNP3409,1003409
SNP3410,1003410
SNP3411,1003411
SNP3412,1003412
SNP3413,1003413
SNP3414,1003414
SNP3415,1003415
SNP3416,1003416
SNP3417,1003417
SNP3418,1003418
SNP3419,1003419
SNP3420,1003420
SNP3421,1003421
SNP3422,1003422
SNP3423,1003423
SNP3424,1003424
SNP3425,1003425
SNP3426,1003426
SNP3427,1003427
SNP3428,1003428
SNP3429,1003429
SNP3430,1003430
SNP3431,1003431
SNP3432,1003432
SNP3433,1003433
SNP3434,1003434
SNP3435,1003435
SNP3436,1003436
SNP3437,1003437
SNP3438,1003438
SNP3439,1003439
SNP3440,1003440
SNP3441,1003441
SNP3442,1003442
SNP3443,1003443
SNP3444,1003444
SNP3445,1003445
SNP3446,1003446
SNP3447,1003447
SNP3448,1003448
SNP3449,1003449
SNP3450,1003450
SNP3451,1003451
SNP3452,1003452
SNP3453,1003453
SNP3454,1003454
SNP3455,1003455
SNP3456,1003456
SNP3457,1003457
SNP3458,1003458
SNP3459,1003459
SNP3460,1003460
SNP3461,1003461
SNP3462,1003462
SNP3463,1003463
SNP3464,1003464
SNP3465,1003465
SNP3466,1003466
SNP3467,1003467
SNP3468,1003468
SNP3469,1003469
SNP3470,1003470
SNP3471,1003471
SNP3472,1003472
SNP3473,1003473
SNP3474,1003474
SNP3475,1003475
SNP3476,1003476
SNP3477,1003477
SNP3478,1003478
SNP3479,1003479
SNP3480,1003480
SNP3481,1003481
SNP3482,1003482
SNP3483,1003483
SNP3484,1003484
SNP3485,1003485
SNP3486,1003486
SNP3487,1003487
SNP3488,1003488
SNP3489,1003489
SNP3490,1003490
SNP3491,1003491
SNP3492,1003492
SNP3493,1003493
SNP3494,1003494
SNP3495,1003495
SNP3496,1003496
SNP3497,1003497
SNP3498,1003498
SNP3499,1003499
SNP3500,1003500
SNP3501,1003501
SNP3502,1003502
SNP3503,1003503
SNP3504,1003504
SNP3505,1003505
SNP3506,1003506
SNP3507,1003507
SNP3508,1003508
SNP3509,1003509
SNP3510,1003510
SNP3511,1003511
SNP3512,1003512
SNP3513,1003513
SNP3514,1003514
SNP3515,1003515
SNP3516,1003516
SNP3517,1003517
SNP3518,1003518
SNP3519,1003519
SNP3520,1003520
SNP3521,1003521
SNP3522,1003522
SNP3523,1003523
SNP3524,1003524
SNP3525,1003525
SNP3526,1003526
SNP3527,1003527
SNP3528,1003528
SNP3529,1003529
SNP3530,1003530
SNP3531,1003531
SNP3532,1003532
SNP3533,1003533
SNP3534,1003534
SNP3535,1003535
SNP3536,1003536
SNP3537,1003537
SNP3538,1003538
SNP3539,1003539
SNP3540,1003540
SNP3541,1003541
SNP3542,1003542
SNP3543,1003543
SNP3544,1003544
SNP3545,1003545
SNP3546,1003546
SNP3547,1003547
SNP3548,1003548
SNP3549,1003549
SNP3550,1003550
SNP3551,1003551
SNP3552,1003552
SNP3553,1003553
SNP3554,1003554
SNP3555,1003555
SNP3556,1003556
SNP3557,1003557
SNP3558,1003558
SNP3559,1003559
SNP3560,1003560
SNP3561,1003561
SNP3562,1003562
SNP3563,1003563
SNP3564,1003564
SNP3565,1003565
SNP3566,1003566
SNP3567,1003567
SNP3568,1003568
SNP3569,1003569
SNP3570,1003570
SNP3571,1003571
SNP3572,1003572
SNP3573,1003573
SNP3574,1003574
SNP3575,1003575
SNP3576,1003576
SNP3577,1003577
SNP3578,1003578
SNP3579,1003579
SNP3580,1003580
SNP3581,1003581
SNP3582,1003582
SNP3583,1003583
SNP3584,1003584
SNP3585,1003585
SNP3586,1003586
SNP3587,1003587
SNP3588,1003588
SNP3589,1003589
SNP3590,1003590
SNP3591,1003591
SNP3592,1003592
SNP3593,1003593
SNP3594,1003594
SNP3595,1003595
SNP3596,1003596
SNP3597,1003597
SNP3598,1003598
SNP3599,1003599
SNP3600,1003600
SNP3601,1003601
SNP3602,1003602
SNP3603,1003603
SNP3604,1003604
SNP3605,1003605
SNP3606,1003606
SNP3607,1003607
SNP3608,1003608
SNP3609,1003609
SNP3610,1003610
SNP3611,1003611
SNP3612,1003612
SNP3613,1003613
SNP3614,1003614
SNP3615,1003615
SNP3616,1003616
SNP3617,1003617
SNP3618,1003618
SNP3619,1003619
SNP3620,1003620
SNP3621,1003621
SNP3622,1003622
SNP3623,1003623
SNP3624,1003624
SNP3625,1003625
SNP3626,1003626
SNP3627,1003627
SNP3628,1003628
SNP3629,1003629
SNP3630,1003630
SNP3631,1003631
SNP3632,1003632
SNP3633,1003633
SNP3634,1003634
SNP3635,1003635
SNP3636,1003636
SNP3637,1003637
SNP3638,1003638
SNP3639,1003639
SNP3640,1003640
SNP3641,1003641
SNP3642,1003642
SNP3643,1003643
SNP3644,1003644
SNP3645,1003645
SNP3646,1003646
SNP3647,1003647
SNP3648,1003648
SNP3649,1003649
SNP3650,1003650
SNP3651,1003651
SNP3652,1003652
SNP3653,1003653
SNP3654,1003654
SNP3655,1003655
SNP3656,1003656
SNP3657,1003657
SNP3658,1003658
SNP3659,1003659
SNP3660,1003660
SNP3661,1003661
SNP3662,1003662
SNP3663,1003663
SNP3664,1003664
SNP3665,1003665
SNP3666,1003666
SNP3667,1003667
SNP3668,1003668
SNP3669,1003669
SNP3670,1003670
SNP3671,1003671
SNP3672,1003672
SNP3673,1003673
SNP3674,1003674
SNP3675,1003675
SNP3676,1003676
SNP3677,1003677
SNP3678,1003678
SNP3679,1003679
SNP3680,1003680
SNP3681,1003681
SNP3682,1003682
SNP3683,1003683
SNP3684,1003684
SNP3685,1003685
SNP3686,1003686
SNP3687,1003687
SNP3688,1003688
SNP3689,1003689
SNP3690,1003690
SNP3691,1003691
SNP3692,1003692
SNP3693,1003693
SNP3694,1003694
SNP3695,1003695
SNP3696,1003696
SNP3697,1003697
SNP3698,1003698
SNP3699,1003699
SNP3700,1003700
SNP3701,1003701
SNP3702,1003702
SNP3703,1003703
SNP3704,1003704
SNP3705,1003705
SNP3706,1003706
SNP3707,1003707
SNP3708,1003708
SNP3709,1003709
SNP3710,1003710
SNP3711,1003711
SNP3712,1003712
SNP3713,1003713
SNP3714,1003714
SNP3715,1003715
SNP3716,1003716
SNP3717,1003717
SNP3718,1003718
SNP3719,1003719
SNP3720,1003720
SNP3721,1003721
SNP3722,1003722
SNP3723,1003723
SNP3724,1003724
SNP3725,1003725
SNP3726,1003726
SNP3727,1003727
SNP3728,1003728
SNP3729,1003729
SNP3730,1003730
SNP3731,1003731
SNP3732,1003732
SNP3733,1003733
SNP3734,1003734
SNP3735,1003735
SNP3736,1003736
SNP3737,1003737
SNP3738,1003738
SNP3739,1003739
SNP3740,1003740
SNP3741,1003741
SNP3742,1003742
SNP3743,1003743
SNP3744,1003744
SNP3745,1003745
SNP3746,1003746
SNP3747,1003747
SNP3748,1003748
SNP3749,1003749
SNP3750,1003750
SNP3751,1003751
SNP3752,1003752
SNP3753,1003753
SNP3754,1003754
SNP3755,1003755
SNP3756,1003756
SNP3757,1003757
SNP3758,1003758
SNP3759,1003759
SNP3760,1003760
SNP3761,1003761
SNP3762,1003762
SNP3763,1003763
SNP3764,1003764
SNP3765,1003765
SNP3766,1003766
SNP3767,1003767
SNP3768,1003768
SNP3769,1003769
SNP3770,1003770
SNP3771,1003771
SNP3772,1003772
SNP3773,1003773
SNP3774,1003774
SNP3775,1003775
SNP3776,1003776
SNP3777,1003777
SNP3778,1003778
SNP3779,1003779
SNP3780,1003780
SNP3781,1003781
SNP3782,1003782
SNP3783,1003783
SNP3784,1003784
SNP3785,1003785
SNP3786,1003786
SNP3787,1003787
SNP3788,1003788
SNP3789,1003789
SNP3790,1003790
SNP3791,1003791
SNP3792,1003792
SNP3793,1003793
SNP3794,1003794
SNP3795,1003795
SNP3796,1003796
SNP3797,1003797
SNP3798,1003798
SNP3799,1003799
SNP3800,1003800
SNP3801,1003801
SNP3802,1003802
SNP3803,1003803
SNP3804,1003804
SNP3805,1003805
SNP3806,1003806
SNP3807,1003807
SNP3808,1003808
SNP3809,1003809
SNP3810,1003810
SNP3811,1003811
SNP3812,1003812
SNP3813,1003813
SNP3814,1003814
SNP3815,1003815
SNP3816,1003816
SNP3817,1003817
SNP3818,1003818
SNP3819,1003819
SNP3820,1003820
SNP3821,1003821
SNP3822,1003822
SNP3823,1003823
SNP3824,1003824
SNP3825,1003825
SNP3826,1003826
SNP3827,1003827
SNP3828,1003828
SNP3829,1003829
SNP3830,1003830
SNP3831,1003831
SNP3832,1003832
SNP3833,1003833
SNP3834,1003834
SNP3835,1003835
SNP3836,1003836
SNP3837,1003837
SNP3838,1003838
SNP3839,1003839
SNP3840,1003840
SNP3841,1003841
SNP3842,1003842
SNP3843,1003843
SNP3844,1003844
SNP3845,1003845
SNP3846,1003846
SNP3847,1003847
SNP3848,1003848
SNP3849,1003849
SNP3850,1003850
SNP3851,1003851
SNP3852,1003852
SNP3853,1003853
SNP3854,1003854
SNP3855,1003855
SNP3856,1003856
SNP3857,1003857
SNP3858,1003858
SNP3859,1003859
SNP3860,1003860
SNP3861,1003861
SNP3862,1003862
SNP3863,1003863
SNP3864,1003864
SNP3865,1003865
SNP3866,1003866
SNP3867,1003867
SNP3868,1003868
SNP3869,1003869
SNP3870,1003870
SNP3871,1003871
SNP3872,1003872
SNP3873,1003873
SNP3874,1003874
SNP3875,1003875
SNP3876,1003876
SNP3877,1003877
SNP3878,1003878
SNP3879,1003879
SNP3880,1003880
SNP3881,1003881
SNP3882,1003882
SNP3883,1003883
SNP3884,1003884
SNP3885,1003885
SNP3886,1003886
SNP3887,1003887
SNP3888,1003888
SNP3889,1003889
SNP3890,1003890
SNP3891,1003891
SNP3892,1003892
SNP3893,1003893
SNP3894,1003894
SNP3895,1003895
SNP3896,1003896
SNP3897,1003897
SNP3898,1003898
SNP3899,1003899
SNP3900,1003900
SNP3901,1003901
SNP3902,1003902
SNP3903,1003903
SNP3904,1003904
SNP3905,1003905
SNP3906,1003906
SNP3907,1003907
SNP3908,1003908
SNP3909,1003909
SNP3910,1003910
SNP3911,1003911
SNP3912,1003912
SNP3913,1003913
SNP3914,1003914
SNP3915,1003915
SNP3916,1003916
SNP3917,1003917
SNP3918,1003918
SNP3919,1003919
SNP3920,1003920
SNP3921,1003921
SNP3922,1003922
SNP3923,1003923
SNP3924,1003924
SNP3925,1003925
SNP3926,1003926
SNP3927,1003927
SNP3928,1003928
SNP3929,1003929
SNP3930,1003930
SNP3931,1003931
SNP3932,1003932
SNP3933,1003933
SNP3934,1003934
SNP3935,1003935
SNP3936,1003936
SNP3937,1003937
SNP3938,1003938
SNP3939,1003939
SNP3940,1003940
SNP3941,1003941
SNP3942,1003942
SNP3943,1003943
SNP3944,1003944
SNP3945,1003945
SNP3946,1003946
SNP3947,1003947
SNP3948,1003948
SNP3949,1003949
SNP3950,1003950
SNP3951,1003951
SNP3952,1003952
SNP3953,1003953
SNP3954,1003954
SNP3955,1003955
SNP3956,1003956
SNP3957,1003957
SNP3958,1003958
SNP3959,1003959
SNP3960,1003960
SNP3961,1003961
SNP3962,1003962
SNP3963,1003963
SNP3964,1003964
SNP3965,1003965
SNP3966,1003966
SNP3967,1003967
SNP3968,1003968
SNP3969,1003969
SNP3970,1003970
SNP3971,1003971
SNP3972,1003972
SNP3973,1003973
SNP3974,1003974
SNP3975,1003975
SNP3976,1003976
SNP3977,1003977
SNP3978,1003978
SNP3979,1003979
SNP3980,1003980
SNP3981,1003981
SNP3982,1003982
SNP3983,1003983
SNP3984,1003984
SNP3985,1003985
SNP3986,1003986
SNP3987,1003987
SNP3988,1003988
SNP3989,1003989
SNP3990,1003990
SNP3991,1003991
SNP3992,1003992
SNP3993,1003993
SNP3994,1003994
SNP3995,1003995
SNP3996,1003996
SNP3997,1003997
SNP3998,1003998
SNP3999,1003999
SNP4000,1004000
SNP4001,1004001
SNP4002,1004002
SNP4003,1004003
SNP4004,1004004
SNP4005,1004005
SNP4006,1004006
SNP4007,1004007
SNP4008,1004008
SNP4009,1004009
SNP4010,1004010
SNP4011,1004011
SNP4012,1004012
SNP4013,1004013
SNP4014,1004014
SNP4015,1004015
SNP4016,1004016
SNP4017,1004017
SNP4018,1004018
SNP4019,1004019
SNP4020,1004020
SNP4021,1004021
SNP4022,1004022
SNP4023,1004023
SNP4024,1004024
SNP4025,1004025
SNP4026,1004026
SNP4027,1004027
SNP4028,1004028
SNP4029,1004029
SNP4030,1004030
SNP4031,1004031
SNP4032,1004032
SNP4033,1004033
SNP4034,1004034
SNP4035,1004035
SNP4036,1004036
SNP4037,1004037
SNP4038,1004038
SNP4039,1004039
SNP4040,1004040
SNP4041,1004041
SNP4042,1004042
SNP4043,1004043
SNP4044,1004044
SNP4045,1004045
SNP4046,1004046
SNP4047,1004047
SNP4048,1004048
SNP4049,1004049
SNP4050,1004050
SNP4051,1004051
SNP4052,1004052
SNP4053,1004053
SNP4054,1004054
SNP4055,1004055
SNP4056,1004056
SNP4057,1004057
SNP4058,1004058
SNP4059,1004059
SNP4060,1004060
SNP4061,1004061
SNP4062,1004062
SNP4063,1004063
SNP4064,1004064
SNP4065,1004065
SNP4066,1004066
SNP4067,1004067
SNP4068,1004068
SNP4069,1004069
SNP4070,1004070
SNP4071,1004071
SNP4072,1004072
SNP4073,1004073
SNP4074,1004074
SNP4075,1004075
SNP4076,1004076
SNP4077,1004077
SNP4078,1004078
SNP4079,1004079
SNP4080,1004080
SNP4081,1004081
SNP4082,1004082
SNP4083,1004083
SNP4084,1004084
SNP4085,1004085
SNP4086,1004086
SNP4087,1004087
SNP4088,1004088
SNP4089,1004089
SNP4090,1004090
SNP4091,1004091
SNP4092,1004092
SNP4093,1004093
SNP4094,1004094
SNP4095,1004095
SNP4096,1004096
SNP4097,1004097
SNP4098,1004098
SNP4099,1004099
SNP4100,1004100
SNP4101,1004101
SNP4102,1004102
SNP4103,1004103
SNP4104,1004104
SNP4105,1004105
SNP4106,1004106
SNP4107,1004107
SNP4108,1004108
SNP4109,1004109
SNP4110,1004110
SNP4111,1004111
SNP4112,1004112
SNP4113,1004113
SNP4114,1004114
SNP4115,1004115
SNP4116,1004116
SNP4117,1004117
SNP4118,1004118
SNP4119,1004119
SNP4120,1004120
SNP4121,1004121
SNP4122,1004122
SNP4123,1004123
SNP4124,1004124
SNP4125,1004125
SNP4126,1004126
SNP4127,1004127
SNP4128,1004128
SNP4129,1004129
SNP4130,1004130
SNP4131,1004131
SNP4132,1004132
SNP4133,1004133
SNP4134,1004134
SNP4135,1004135
SNP4136,1004136
SNP4137,1004137
SNP4138,1004138
SNP4139,1004139
SNP4140,1004140
SNP4141,1004141
SNP4142,1004142
SNP4143,1004143
SNP4144,1004144
SNP4145,1004145
SNP4146,1004146
SNP4147,1004147
SNP4148,1004148
SNP4149,1004149
SNP4150,1004150
SNP4151,1004151
SNP4152,1004152
SNP4153,1004153
SNP4154,1004154
SNP4155,1004155
SNP4156,1004156
SNP4157,1004157
SNP4158,1004158
SNP4159,1004159
SNP4160,1004160
SNP4161,1004161
SNP4162,1004162
SNP4163,1004163
SNP4164,1004164
SNP4165,1004165
SNP4166,1004166
SNP4167,1004167
SNP4168,1004168
SNP4169,1004169
SNP4170,1004170
SNP4171,1004171
SNP4172,1004172
SNP4173,1004173
SNP4174,1004174
SNP4175,1004175
SNP4176,1004176
SNP4177,1004177
SNP4178,1004178
SNP4179,1004179
SNP4180,1004180
SNP4181,1004181
SNP4182,1004182
SNP4183,1004183
SNP4184,1004184
SNP4185,1004185
SNP4186,1004186
SNP4187,1004187
SNP4188,1004188
SNP4189,1004189
SNP4190,1004190
SNP4191,1004191
SNP4192,1004192
SNP4193,1004193
SNP4194,1004194
SNP4195,1004195
SNP4196,1004196
SNP4197,1004197
SNP4198,1004198
SNP4199,1004199
SNP4200,1004200
SNP4201,1004201
SNP4202,1004202
SNP4203,1004203
SNP4204,1004204
SNP4205,1004205
SNP4206,1004206
SNP4207,1004207
SNP4208,1004208
SNP4209,1004209
SNP4210,1004210
SNP4211,1004211
SNP4212,1004212
SNP4213,1004213
SNP4214,1004214
SNP4215,1004215
SNP4216,1004216
SNP4217,1004217
SNP4218,1004218
SNP4219,1004219
SNP4220,1004220
SNP4221,1004221
SNP4222,1004222
SNP4223,1004223
SNP4224,1004224
SNP4225,1004225
SNP4226,1004226
SNP4227,1004227
SNP4228,1004228
SNP4229,1004229
SNP4230,1004230
SNP4231,1004231
SNP4232,1004232
SNP4233,1004233
SNP4234,1004234
SNP4235,1004235
SNP4236,1004236
SNP4237,1004237
SNP4238,1004238
SNP4239,1004239
SNP4240,1004240
SNP4241,1004241
SNP4242,1004242
SNP4243,1004243
SNP4244,1004244
SNP4245,1004245
SNP4246,1004246
SNP4247,1004247
SNP4248,1004248
SNP4249,1004249
SNP4250,1004250
SNP4251,1004251
SNP4252,1004252
SNP4253,1004253
SNP4254,1004254
SNP4255,1004255
SNP4256,1004256
SNP4257,1004257
SNP4258,1004258
SNP4259,1004259
SNP4260,1004260
SNP4261,1004261
SNP4262,1004262
SNP4263,1004263
SNP4264,1004264
SNP4265,1004265
SNP4266,1004266
SNP4267,1004267
SNP4268,1004268
SNP4269,1004269
SNP4270,1004270
SNP4271,1004271
SNP4272,1004272
SNP4273,1004273
SNP4274,1004274
SNP4275,1004275
SNP4276,1004276
SNP4277,1004277
SNP4278,1004278
SNP4279,1004279
SNP4280,1004280
SNP4281,1004281
SNP4282,1004282
SNP4283,1004283
SNP4284,1004284
SNP4285,1004285
SNP4286,1004286
SNP4287,1004287
SNP4288,1004288
SNP4289,1004289
SNP4290,1004290
SNP4291,1004291
SNP4292,1004292
SNP4293,1004293
SNP4294,1004294
SNP4295,1004295
SNP4296,1004296
